gwas,specificity_id,conditional_annotation,annotation,beta,beta_se,pvalue
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBGLU2,1.6261030559853433e-08,6.5385072825515795e-09,0.006441926401896222
BMI_UKBB_Loh2018,mousebrain,MEINH2,DGGRC1,1.1346753352779493e-08,4.5784425485909e-09,0.00660050815810959
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCINH8,1.3452166024914306e-08,5.4518507443304646e-09,0.006803972008597586
BMI_UKBB_Loh2018,mousebrain,MEINH2,CBGRC,1.4519471529151984e-08,6.046770655163367e-09,0.008170827335214998
BMI_UKBB_Loh2018,mousebrain,MEINH2,DEINH5,1.6890097518574722e-08,7.062221886614565e-09,0.008387273128111505
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH12,1.1969922875525646e-08,5.0734101432049174e-09,0.00915362310866539
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBGLU3,1.5582899085918217e-08,6.618245068031879e-09,0.009272912975119884
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU24,1.0495399452761465e-08,4.525656499311012e-09,0.010195110049109904
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCINH4,1.4034373136289537e-08,6.099828212280258e-09,0.010701986615219195
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCINH2,2.9412146865527898e-08,1.2924229625643667e-08,0.01143087930840154
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBINH8,1.4964316622062266e-08,6.634157835848005e-09,0.01204638117564194
BMI_UKBB_Loh2018,mousebrain,MEINH2,MSN1,8.466626799748146e-09,3.7573521168305255e-09,0.012118566474218459
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBINH9,1.3229592204630209e-08,5.978272163154704e-09,0.01345069169464225
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEGLU7,1.1817479896378119e-08,5.4377121336050715e-09,0.014880946878000616
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBSER5,1.2111722093015006e-08,5.631269719378697e-09,0.01574608443602941
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU6,1.006001645022602e-08,4.746405173390682e-09,0.017024021852385725
BMI_UKBB_Loh2018,mousebrain,MEINH2,OBNBL2,1.242433336198992e-08,5.8698206114076e-09,0.017144943943822974
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH15,9.477943925130077e-09,4.518358512326359e-09,0.017967947463775467
BMI_UKBB_Loh2018,mousebrain,MEINH2,DEGLU4,1.0573926710395115e-08,5.171279642212306e-09,0.020440207200550186
BMI_UKBB_Loh2018,mousebrain,MEINH2,MBDOP1,2.6140970310423797e-08,1.310161961670465e-08,0.02300796083036889
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU5,8.918980436532398e-09,4.4751643998765845e-09,0.02313099529766251
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBGLU5,1.3238616180806585e-08,6.694546653494634e-09,0.023991303722535558
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH4,1.077822729385436e-08,5.5165410181045715e-09,0.02536233578415797
BMI_UKBB_Loh2018,mousebrain,MEINH2,DEINH3,1.256063690002347e-08,6.457832401068482e-09,0.02588606456323912
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENT8,1.4195676163734191e-08,7.402103601103805e-09,0.02756885727746933
BMI_UKBB_Loh2018,mousebrain,MEINH2,HYPEP1,1.263375620906979e-08,6.6549369673873e-09,0.02882146874547132
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBCHO2,1.1680137265283615e-08,6.17281534628868e-09,0.029232858918048936
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCINH10,1.0345368425315569e-08,5.497704148305874e-09,0.029934197470598764
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU10,8.483044762569771e-09,4.51199259242183e-09,0.030046508163383494
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU9,9.200575037725977e-09,4.918169875398343e-09,0.03069115700311218
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU3,7.993058054265999e-09,4.350660005823431e-09,0.03308975551803739
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU20,9.48840073843918e-09,5.170681326401776e-09,0.03324997204790132
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH3,1.918913174054221e-08,1.0627484673582467e-08,0.03548935194468054
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU13,8.583517663452943e-09,4.766777992799347e-09,0.03587541084747778
BMI_UKBB_Loh2018,mousebrain,MEINH2,DEINH6,1.4775912175128412e-08,8.258229418854368e-09,0.03678849774982503
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEINH4,2.157593862011244e-08,1.2170375741514079e-08,0.0381289075341505
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEINH12,2.370416667666224e-08,1.3437061147104206e-08,0.03885852993296609
BMI_UKBB_Loh2018,mousebrain,MEINH2,DEINH7,1.6741292657708396e-08,9.791235499974364e-09,0.04364918145720413
BMI_UKBB_Loh2018,mousebrain,MEINH2,OBINH5,1.5863297016489442e-08,9.305164517419414e-09,0.044117343992569086
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH11,8.999470116360322e-09,5.284415634095709e-09,0.044282081324320884
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBCHO3,1.2331619510160973e-08,7.300197099078818e-09,0.04558889379385425
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBINH4,1.0352230665303887e-08,6.2117296249098074e-09,0.047800795263417316
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEGLU1,1.0855066606344075e-08,6.567781804988748e-09,0.049188315910818334
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENT9,7.401922733026607e-09,4.573363526542555e-09,0.052779000390078976
BMI_UKBB_Loh2018,mousebrain,MEINH2,MSN4,7.463397848677427e-09,4.627076322677476e-09,0.053374044244204964
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBCHO4,1.0722281674203417e-08,6.70124420244478e-09,0.05479447597768503
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCGLU3,1.3254796835347064e-08,8.337929383228047e-09,0.05595135038947799
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEGLU4,9.3051639343192e-09,5.944882269261954e-09,0.058763393617620674
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH17,1.007038708544648e-08,6.434649797649218e-09,0.05878853677830584
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU18,7.886770773071014e-09,5.056134598640295e-09,0.059398619498003014
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEINH9,7.338534096003315e-09,4.7184050613280934e-09,0.05993735137397443
BMI_UKBB_Loh2018,mousebrain,MEINH2,MSN5,7.233397010517269e-09,4.683668200116096e-09,0.061247284869013124
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH5,8.301455699259035e-09,5.409599144393395e-09,0.06244367226657625
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEGLU9,8.441149586065897e-09,5.629422999090939e-09,0.06687590324115554
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEINH13,1.0574420911085646e-08,7.113526256890981e-09,0.0685704092730721
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU11,6.91149461185544e-09,4.675482480871135e-09,0.06967150681247088
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCINH3,2.2852604578989198e-08,1.554953646303254e-08,0.07082629614238489
BMI_UKBB_Loh2018,mousebrain,MEINH2,OBINH4,7.908324719354765e-09,5.439292351746532e-09,0.07298350995040237
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU15,7.021962242240308e-09,4.840878902762509e-09,0.0734518738129006
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCGLU4,1.3838425238852089e-08,9.724413842244292e-09,0.07735936825096094
BMI_UKBB_Loh2018,mousebrain,MEINH2,MSN2,5.52916828652994e-09,3.9263548527005e-09,0.07953308643372459
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCGLU2,2.1544256983943134e-08,1.535514039881857e-08,0.0802987583640431
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSPEP3,7.640088468916537e-09,5.452430851496072e-09,0.08057323449808601
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU12,6.316662568845068e-09,4.532222343810746e-09,0.08170063243439102
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBINH2,1.0758374833644316e-08,7.74099059964038e-09,0.08229586657964444
BMI_UKBB_Loh2018,mousebrain,MEINH2,TECHO,8.970916151643527e-09,6.491526659055625e-09,0.08349468864676751
BMI_UKBB_Loh2018,mousebrain,MEINH2,SEPNBL,9.476210992939654e-09,7.0219073346181466e-09,0.08858484938166498
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBGLU1,8.849190406943946e-09,6.762967406934298e-09,0.09535570759786773
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSPEP5,8.051826138808881e-09,6.2171020736320825e-09,0.09764127955112567
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCINH9,8.715676208170132e-09,6.758555372367868e-09,0.09859881761624516
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENT1,1.5060388535529826e-08,1.1806307894730304e-08,0.10104455001632208
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBCHO1,1.3920724932765955e-08,1.0926134523409421e-08,0.10131825510321656
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCGLU6,6.824305768440773e-09,5.371050336492014e-09,0.10194048992294212
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU8,5.307560070602467e-09,4.199904256763245e-09,0.10316283282399387
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEINH14,2.5245135626301513e-08,2.0013154597121678e-08,0.1035775042623584
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSPEP1,6.932057241269498e-09,5.661480637855942e-09,0.11039601115231618
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU2,5.875811929000155e-09,4.815926393827425e-09,0.11121741426704246
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBINH5,6.909041035534756e-09,5.737756394212706e-09,0.11426844137225395
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCGLU1,8.660820696192056e-09,7.288359407604739e-09,0.11735591099702575
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH1,6.859437340278959e-09,5.805453872605501e-09,0.11869203803715245
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH8,1.0188906704060134e-08,8.668255486435524e-09,0.11991184429165325
BMI_UKBB_Loh2018,mousebrain,MEINH2,HYPEP5,7.16781214991518e-09,6.150131702772336e-09,0.12191380132441397
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEINH7,7.601440241644052e-09,6.533036016970403e-09,0.12230550276474025
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH7,8.130677719881944e-09,7.070406167029087e-09,0.1250803642383424
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH9,6.9578364153518155e-09,6.075998054994905e-09,0.12607667460823024
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSPEP2,5.619738115621982e-09,4.967133943733831e-09,0.1289466563116176
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEINH3,8.568687243192359e-09,7.662217121048465e-09,0.13171861219670888
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU16,5.656984885968712e-09,5.082625224017526e-09,0.13285324250528344
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBINH6,7.999988718502725e-09,7.279140742753494e-09,0.135877650050578
BMI_UKBB_Loh2018,mousebrain,MEINH2,DEINH4,5.883937690643026e-09,5.418007510331663e-09,0.13874025005365853
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU7,4.86724066332802e-09,4.488227716163452e-09,0.13908354528836175
BMI_UKBB_Loh2018,mousebrain,MEINH2,OBNBL1,6.112101782594894e-09,5.691881005785207e-09,0.14144986593734116
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBINH7,7.2848220435868785e-09,6.888385474953072e-09,0.1451299934185608
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH16,4.896507381808421e-09,4.708314912971095e-09,0.1491768640028719
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBSER3,7.457942490557577e-09,7.194987090749608e-09,0.1499735055787546
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEINH11,7.350206014749558e-09,7.27798487049244e-09,0.1562660352013211
BMI_UKBB_Loh2018,mousebrain,MEINH2,CBINH1,5.338675061342197e-09,5.291138578788879e-09,0.15649111331615803
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSNP5,5.623058351447228e-09,5.7311735580461124e-09,0.1632629408454661
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU1,4.3433480175885354e-09,4.4502698024466416e-09,0.16453865232060175
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBSER4,6.6039954170956595e-09,6.9155660418622165e-09,0.16980238262627673
BMI_UKBB_Loh2018,mousebrain,MEINH2,MBCHO1,6.2245108950139355e-09,6.663761169707294e-09,0.17513035170750302
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEGLU14,5.486477471779068e-09,6.042615209956633e-09,0.1819486037445072
BMI_UKBB_Loh2018,mousebrain,MEINH2,OBINH1,5.595749477483177e-09,6.226016091783965e-09,0.18438789106337586
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBADR,4.6101117833616835e-09,5.190416921946162e-09,0.18721744562098674
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCINH7,4.867688480611124e-09,5.4830290716534795e-09,0.18733127211226006
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH13,5.434358319185612e-09,6.1262249792484475e-09,0.1875220164981444
BMI_UKBB_Loh2018,mousebrain,MEINH2,MSN3,3.4046217895689257e-09,3.913378670136975e-09,0.19215143472564175
BMI_UKBB_Loh2018,mousebrain,MEINH2,CBNBL1,5.615383805134029e-09,6.467765773145425e-09,0.19263948379125656
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU22,3.441143528260253e-09,3.9886405598577e-09,0.19414133601944555
BMI_UKBB_Loh2018,mousebrain,MEINH2,DEGLU1,3.83062534863498e-09,4.514883598221447e-09,0.19809540756739247
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCGLU7,6.910040205111034e-09,8.242189040375408e-09,0.20091023418791612
BMI_UKBB_Loh2018,mousebrain,MEINH2,DEINH8,6.373672357688535e-09,7.67989542027593e-09,0.203292981801346
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSNF1,5.062692509155937e-09,6.169423422313194e-09,0.2059341346372296
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEINH8,6.3972244890271784e-09,7.869900910036322e-09,0.2081456374675756
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBGLU9,4.345882602639586e-09,5.5707491172738996e-09,0.21765854837187776
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEGLU5,4.8065234153697874e-09,6.168604622662527e-09,0.217933499919616
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEINH10,4.0880991994374784e-09,5.252224539681647e-09,0.21817965724757987
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEGLU6,4.390170395506753e-09,5.697113481744599e-09,0.2204733447087443
BMI_UKBB_Loh2018,mousebrain,MEINH2,OBNBL5,4.398729132154593e-09,5.800952485288957e-09,0.22414257197268286
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBGLU10,3.556687687558996e-09,4.82583311847202e-09,0.2305581075517944
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBGLU6,3.995343769552721e-09,5.618290608575052e-09,0.2385013569991427
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCINH5,4.4019292444330895e-09,6.262912787966594e-09,0.2410725771767147
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCGLU9,4.229695248751686e-09,6.194897763778588e-09,0.24737584454815714
BMI_UKBB_Loh2018,mousebrain,MEINH2,HYPEP2,4.153519541226144e-09,6.0943828186117535e-09,0.24776732637181606
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH14,3.083778823975961e-09,4.726807349412477e-09,0.2570709198027512
BMI_UKBB_Loh2018,mousebrain,MEINH2,NFOL2,2.598229583364299e-09,3.993428512273258e-09,0.25764387713755066
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCINH11,4.2915513157369066e-09,6.60399053580856e-09,0.2578970991388347
BMI_UKBB_Loh2018,mousebrain,MEINH2,DEGLU3,2.9266663573536545e-09,4.607741338118006e-09,0.26266108808210875
BMI_UKBB_Loh2018,mousebrain,MEINH2,DECHO1,3.2427344730010637e-09,5.140816373615204e-09,0.2640915346645426
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSPEP4,2.856155734547717e-09,4.5592760024309655e-09,0.2655101067533965
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH2,3.270736540506254e-09,5.301188135955829e-09,0.2686233687625557
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBGLU7,3.205503439964218e-09,5.294820508107634e-09,0.2724554271145798
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSNP6,2.984661129690781e-09,4.938770282562974e-09,0.2728111845313219
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH6,3.4113805231606022e-09,5.721696567133419e-09,0.275514682121628
BMI_UKBB_Loh2018,mousebrain,MEINH2,OBNBL4,3.746526578454352e-09,6.5528082839012605e-09,0.2837478262749006
BMI_UKBB_Loh2018,mousebrain,MEINH2,OBINH3,2.9435982407010423e-09,5.196010526909686e-09,0.28552315537401285
BMI_UKBB_Loh2018,mousebrain,MEINH2,HYPEP3,3.44997159570375e-09,6.141324581335741e-09,0.28713860374581923
BMI_UKBB_Loh2018,mousebrain,MEINH2,DECHO2,2.8859601827062188e-09,5.155828241908391e-09,0.2878259571633556
BMI_UKBB_Loh2018,mousebrain,MEINH2,HYPEP7,3.82685769786379e-09,6.942628121852653e-09,0.2907442877430426
BMI_UKBB_Loh2018,mousebrain,MEINH2,OBDOP1,3.1686672283032568e-09,5.982419007591484e-09,0.2981727315899865
BMI_UKBB_Loh2018,mousebrain,MEINH2,DEINH2,4.284680347810044e-09,8.17229065182045e-09,0.3000371456462552
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCGLU10,3.054191268581564e-09,5.8517744785426795e-09,0.3008610450510055
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEINH6,3.6707736216283424e-09,7.406039452350603e-09,0.31007210601847623
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBSER2,2.774260264977021e-09,5.69568082399574e-09,0.31310031879807204
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCINH1,3.1075490374456207e-09,6.4646965874461515e-09,0.3153665485540501
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCGLU8,3.915841556688077e-09,8.558498060333615e-09,0.3236420520595377
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBINH1,2.922561636749791e-09,6.404081375230021e-09,0.3240658396015239
BMI_UKBB_Loh2018,mousebrain,MEINH2,NFOL1,1.658763443810208e-09,3.740001766379891e-09,0.3286950349850868
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEINH1,2.6880430748349207e-09,6.437966722824767e-09,0.3381454593671506
BMI_UKBB_Loh2018,mousebrain,MEINH2,MSN6,2.634387980810757e-09,6.339008904628483e-09,0.3388573739408708
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH18,1.6822545445558161e-09,4.4947018223445264e-09,0.354099863243187
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENT5,1.6909001729177669e-09,5.307915598952184e-09,0.3750293389889248
BMI_UKBB_Loh2018,mousebrain,MEINH2,DGNBL2,1.4330189451706902e-09,4.564798408725752e-09,0.3767877861127315
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH19,1.3489644979836665e-09,4.730251049896582e-09,0.3877538090836963
BMI_UKBB_Loh2018,mousebrain,MEINH2,MOL1,1.173412342159733e-09,4.158233665205249e-09,0.3888988774377201
BMI_UKBB_Loh2018,mousebrain,MEINH2,CBINH2,1.931537803119317e-09,7.084425254790442e-09,0.3925628045601198
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH20,1.6221694879597073e-09,6.5906642201992424e-09,0.4027902539624572
BMI_UKBB_Loh2018,mousebrain,MEINH2,MOL2,8.718457997261005e-10,3.7159750061398476e-09,0.4072514515047432
BMI_UKBB_Loh2018,mousebrain,MEINH2,MFOL1,7.618177358892346e-10,3.5628518393520714e-09,0.4153427557069439
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSNF3,1.3158972168458125e-09,6.209514267383903e-09,0.416086171406397
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSPEP8,1.104526990878199e-09,5.753209548861576e-09,0.4238771780071848
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH10,9.956548247320754e-10,5.419206070628426e-09,0.4271137878528299
BMI_UKBB_Loh2018,mousebrain,MEINH2,CBNBL2,8.581189132648883e-10,5.488231510156887e-09,0.4378761378348479
BMI_UKBB_Loh2018,mousebrain,MEINH2,HYPEP4,9.616396192647878e-10,6.7253016055683375e-09,0.4431497004277893
BMI_UKBB_Loh2018,mousebrain,MEINH2,MFOL2,5.278641208379039e-10,4.1447656880725864e-09,0.4493290006893259
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU14,1.986210781322056e-10,5.449958783550553e-09,0.4854639618890434
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH21,1.7740315241735402e-10,5.8946094796163585e-09,0.4879953140407392
BMI_UKBB_Loh2018,mousebrain,MEINH2,MBDOP2,3.435389952769894e-11,5.053572759439999e-09,0.497288034008079
BMI_UKBB_Loh2018,mousebrain,MEINH2,OBINH2,-1.4486881737147152e-11,4.351679010648993e-09,0.5013280894447752
BMI_UKBB_Loh2018,mousebrain,MEINH2,SZNBL,-8.648355498943093e-11,4.587338102657953e-09,0.5075206802254083
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBGLU4,-2.7957965719249716e-10,6.612626786906913e-09,0.5168621228315713
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBGLU8,-8.09671025061109e-10,6.125506367860602e-09,0.552579142871574
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCINH6,-7.201649351046986e-10,4.5286684428886015e-09,0.5631748403677442
BMI_UKBB_Loh2018,mousebrain,MEINH2,DEINH1,-8.725820651545677e-10,5.0819734768120755e-09,0.5681638655171521
BMI_UKBB_Loh2018,mousebrain,MEINH2,DEGLU2,-9.670405661397686e-10,5.275381583781448e-09,0.5727233767614475
BMI_UKBB_Loh2018,mousebrain,MEINH2,SYCHO2,-1.7185589413345665e-09,8.124689552277656e-09,0.583760417794628
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSNF2,-1.2105523843813995e-09,5.709654034461265e-09,0.5839537061177672
BMI_UKBB_Loh2018,mousebrain,MEINH2,CR,-1.2886715841377765e-09,5.560489087950666e-09,0.5916358752814659
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCGLU5,-1.2613673712932132e-09,5.046570290280282e-09,0.5986852396227575
BMI_UKBB_Loh2018,mousebrain,MEINH2,OPC,-9.810657057190247e-10,3.783949689784658e-09,0.6022866466923887
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSPEP6,-1.4034679710829607e-09,5.227674174541361e-09,0.6058307973158131
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBSER1,-1.7192520149761607e-09,5.831898251957049e-09,0.6159272176412464
BMI_UKBB_Loh2018,mousebrain,MEINH2,COP2,-1.2374740582112086e-09,4.059099795550888e-09,0.6197651941625768
BMI_UKBB_Loh2018,mousebrain,MEINH2,SYNOR2,-2.185979113103592e-09,6.002057407597824e-09,0.6421475204628077
BMI_UKBB_Loh2018,mousebrain,MEINH2,OBNBL3,-2.419822039500993e-09,6.465076487979548e-09,0.6459062069554958
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENT3,-1.5742966500687916e-09,3.984526336987069e-09,0.6536164088738933
BMI_UKBB_Loh2018,mousebrain,MEINH2,DGNBL1,-2.096833497979649e-09,5.253818056269123e-09,0.6550926728768447
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENT6,-1.707453826516024e-09,4.2629716899044e-09,0.6556174029213164
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSNP1,-1.988286313604876e-09,4.605132446500376e-09,0.6670400468430209
BMI_UKBB_Loh2018,mousebrain,MEINH2,HYPEP6,-2.927773563347469e-09,5.721189771661775e-09,0.6955842348470688
BMI_UKBB_Loh2018,mousebrain,MEINH2,OBDOP2,-3.3328000019386085e-09,5.988598306775145e-09,0.7110737290289301
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENT4,-2.6549922975846873e-09,4.732946987423599e-09,0.7125874786334463
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSNP2,-2.860410067472423e-09,4.9048530833215054e-09,0.7201137855353283
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSPEP7,-2.9976983319897407e-09,5.125713521746958e-09,0.7206707752367285
BMI_UKBB_Loh2018,mousebrain,MEINH2,ACNT2,-2.314624129266632e-09,3.6924057744388067e-09,0.7346247301997928
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSNP4,-3.728356373692673e-09,5.720750235631542e-09,0.7427107280602756
BMI_UKBB_Loh2018,mousebrain,MEINH2,RGSZ,-3.013129846607592e-09,4.406971628658892e-09,0.7529236604995275
BMI_UKBB_Loh2018,mousebrain,MEINH2,MOL3,-3.134557132954248e-09,3.6460238731577457e-09,0.8050281064638787
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENT7,-4.549931234056449e-09,5.1237683374168994e-09,0.8127309340312605
BMI_UKBB_Loh2018,mousebrain,MEINH2,ACOB,-3.1687346344750395e-09,3.48919656737177e-09,0.8181020840739508
BMI_UKBB_Loh2018,mousebrain,MEINH2,MGL1,-5.354110194004328e-09,5.423592144857391e-09,0.8382249892425337
BMI_UKBB_Loh2018,mousebrain,MEINH2,ACTE1,-4.1689750054418586e-09,3.62069759995415e-09,0.8752220367314483
BMI_UKBB_Loh2018,mousebrain,MEINH2,HYPEP8,-7.794810927575378e-09,6.571346424695008e-09,0.8822247258636287
BMI_UKBB_Loh2018,mousebrain,MEINH2,VSMCA,-4.8245568822214886e-09,4.055593254261451e-09,0.8828992992218042
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENT2,-4.9543614864042406e-09,4.155749616576107e-09,0.8834027721357276
BMI_UKBB_Loh2018,mousebrain,MEINH2,ACNT1,-4.4214775022395695e-09,3.698353431312705e-09,0.8840591983115951
BMI_UKBB_Loh2018,mousebrain,MEINH2,SYNOR5,-7.0593945607364e-09,5.639901621932525e-09,0.8946581281128452
BMI_UKBB_Loh2018,mousebrain,MEINH2,EPEN,-4.974970314621509e-09,3.891071394055469e-09,0.8994740721808663
BMI_UKBB_Loh2018,mousebrain,MEINH2,MGL2,-7.189076300864601e-09,5.348222416573103e-09,0.9105580100631444
BMI_UKBB_Loh2018,mousebrain,MEINH2,COP1,-5.5136229966190005e-09,3.9847715741150096e-09,0.9167707806929526
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEINH5,-7.3871586615005836e-09,5.254179772651734e-09,0.920131774408004
BMI_UKBB_Loh2018,mousebrain,MEINH2,ACTE2,-5.600477232814091e-09,3.6021839136393547e-09,0.9399965871692704
BMI_UKBB_Loh2018,mousebrain,MEINH2,SYNOR1,-8.004781040284406e-09,5.127573102170274e-09,0.9407528348208972
BMI_UKBB_Loh2018,mousebrain,MEINH2,SYCHO1,-8.444535553869403e-09,5.381162892602328e-09,0.941708303941495
