dataset,annotation,bootstrap_estimate,bootstrap_error,bt_value,bp_value,bias_corrected_estimate,CI_lo,CI_hi,annotation.y,Class,Description,NCells,Neurotransmitter,Probable_location,Region,LeafOrder,TaxonomyRank1,TaxonomyRank2,TaxonomyRank3,TaxonomyRank4,Comment,TaxonomyRank4_reduced1,tax_order_idx_mb_fig1c,Neurotransmitter_class,Neurotransmitter_class_linnarson,nt.Acetylcholine,nt.Adrenaline,nt.Dopamine,nt.GABA,nt.GLYT1,nt.GLYT2,nt.Missing,nt.Nitric oxide,nt.Noradrenaline,nt.Serotonin,nt.VGLUT1,nt.VGLUT2,nt.VGLUT3,name_clean,category,fdr_significant
mousebrain_all.sem_mean,PSNP6,-1.8831186939839387e-7,8.839163417961789e-7,-0.21304263819326066,0.5843531472376031,-2.3748611708956409e-7,-1.945598387004276e-6,1.5357238410064397e-6,PSNP6,Neurons,"Non-peptidergic (NP3), DRG",132,Glutamate (VGLUT2),Dorsal root ganglion,Dorsal root ganglion,214,Neurons,PNS neurons,Peripheral sensory neurons,Peripheral sensory non-peptidergic neurons,nan,Peripheral sensory neurons,8,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,PSNP6,Neurons,FALSE
mousebrain_all.sem_mean,DEINH1,-3.4207947759832397e-7,1.425929113340914e-6,-0.2398993571264148,0.5947958603767227,-2.9406896537840603e-7,-3.330548923894982e-6,2.2231165977216516e-6,DEINH1,Neurons,"Inhibitory neurons, thalamus",339,GABA,Reticular nucleus of the thalamus (Sst low),Thalamus,47,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,nan,Telencephalon inhibitory interneurons,19,Inhibitory,In,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEINH1,Neurons,FALSE
mousebrain_all.sem_mean,SCGLU8,-4.606376417976177e-7,1.7482366252691524e-6,-0.26348701036205524,0.6039123829169762,-7.790847722753542e-7,-4.145307938095318e-6,2.3165396108793575e-6,SCGLU8,Neurons,"Excitatory neurons, spinal cord",15,Glutamate (VGLUT2),Dorsal horn lamina 2-5,Spinal cord,115,Neurons,CNS neurons,Spinal cord neurons,Spinal cord excitatory neurons,correspond to Glut2 in C1 data.,Spinal cord excitatory neurons,15,Excitatory,Ex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,SCGLU8,Neurons,FALSE
tabula_muris.sem_mean,Tongue.basal_cell_of_epidermis,-3.4853063529380003e-7,1.2738177214957078e-6,-0.2736110743415925,0.6078082387150596,-3.212693867221697e-7,-2.7274461825897056e-6,2.134944665940838e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tongue.basal_cell_of_epidermis,dummy_category,FALSE
mousebrain_all.sem_mean,MEINH7,-3.1526284868772414e-7,1.103478502122691e-6,-0.2856991305959048,0.6124457146797564,-4.387209097138646e-7,-2.3210412003550303e-6,1.7819835546970114e-6,MEINH7,Neurons,"Inhibitory neurons, midbrain",69,GABA,Superior colliculus,Midbrain dorsal,147,Neurons,CNS neurons,Di- and mesencephalon neurons,Di- and mesencephalon inhibitory neurons,nan,Di- and mesencephalon inhibitory neurons,13,Inhibitory,In,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,MEINH7,Neurons,FALSE
mousebrain_all.sem_mean,PSPEP7,-3.552335442216731e-7,1.0982154636452028e-6,-0.32346434372958105,0.626828196554097,-4.1104223161107366e-7,-2.431602292192612e-6,1.8406973396371138e-6,PSPEP7,Neurons,"Peptidergic (TrpM8), DRG",64,Glutamate (VGLUT2),Dorsal root ganglion,Dorsal root ganglion,199,Neurons,PNS neurons,Peripheral sensory neurons,Peripheral sensory peptidergic neurons,nan,Peripheral sensory neurons,8,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,PSPEP7,Neurons,FALSE
mousebrain_all.sem_mean,TEGLU7,-2.6534738735622026e-7,7.328202143655453e-7,-0.362090704042533,0.6413578749484987,-2.7025899998072837e-7,-1.70383628136418e-6,1.085629151776712e-6,TEGLU7,Neurons,"Excitatory neurons, cerebral cortex",2435,Glutamate (VGLUT1),Cortical pyramidal layer 2/3,Cortex,10,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,nan,Telencephalon projecting excitatory neurons,24,Excitatory,Ex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,TEGLU7,Neurons,FALSE
mousebrain_all.sem_mean,ENT9,-3.392041266819917e-7,8.897864093593966e-7,-0.3812197209510116,0.6484798915780404,-4.4768114774788544e-7,-2.1594577500106935e-6,1.36694562017556e-6,ENT9,Neurons,Cholinergic enteric neurons,169,Acetylcholine,Myenteric plexus of small intestine,Enteric nervous system,190,Neurons,PNS neurons,Enteric neurons,Enteric neurons,Marklund cluster #1,Enteric neurons,10,Acetylcholine,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENT9,Neurons,FALSE
mousebrain_all.sem_mean,MEINH8,-5.347887947560274e-7,1.3045246022842313e-6,-0.40994918288210785,0.6590783872465336,-5.834653290421035e-7,-3.0655383116654586e-6,1.8444998180892403e-6,MEINH8,Neurons,"Inhibitory neurons, midbrain",71,GABA,"Superior colliculus superficial grey layer; Erdinger-Westphal nucleus, periaqueductal grey, nucleus of the optic tract",Midbrain dorsal,155,Neurons,CNS neurons,Di- and mesencephalon neurons,Di- and mesencephalon inhibitory neurons,Mixed cluster should be split in two,Di- and mesencephalon inhibitory neurons,13,Inhibitory,In,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,MEINH8,Neurons,FALSE
mousebrain_all.sem_mean,MEGLU5,-3.6403513798348944e-7,7.988198806598654e-7,-0.4557161718143245,0.6757029543248705,-4.314095506720292e-7,-1.999553756164971e-6,1.1971641054098336e-6,MEGLU5,Neurons,"Excitatory neurons, midbrain",281,Glutamate (VGLUT1),"Superior colliculus, sensory related",Midbrain dorsal,132,Neurons,CNS neurons,Di- and mesencephalon neurons,Di- and mesencephalon excitatory neurons,nan,Di- and mesencephalon excitatory neurons,14,Excitatory,Ex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,MEGLU5,Neurons,FALSE
mousebrain_all.sem_mean,PSNF3,-6.231222242824516e-7,1.2713596392782218e-6,-0.4901227040967035,0.6879764635047108,-4.959964919495009e-7,-2.979580998297024e-6,1.8986085480573454e-6,PSNF3,Neurons,"Neurofilament (NF2/3), DRG",31,"Glutamate (VGLUT1,VGLUT2)",Dorsal root ganglion,Dorsal root ganglion,206,Neurons,PNS neurons,Peripheral sensory neurons,Peripheral sensory neurofilament neurons,nan,Peripheral sensory neurons,8,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,PSNF3,Neurons,FALSE
tabula_muris.sem_mean,Spleen.macrophage,-6.60453921145179e-7,1.2799185123327171e-6,-0.5160124764048204,0.6970771523284245,-6.246352560611154e-7,-2.9498829779520048e-6,1.7944213992122397e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spleen.macrophage,dummy_category,FALSE
mousebrain_all.sem_mean,DEGLU1,-3.815545662044257e-7,7.346907699054592e-7,-0.5193403562882988,0.6982382921443182,-3.0012209946727717e-7,-1.7727521727631254e-6,1.0145589968885404e-6,DEGLU1,Neurons,"Excitatory neurons, thalamus",1058,"Glutamate (VGLUT1,VGLUT2)",Posterior thalamus,Thalamus,137,Neurons,CNS neurons,Di- and mesencephalon neurons,Di- and mesencephalon excitatory neurons,nan,Di- and mesencephalon excitatory neurons,14,Excitatory,Ex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,DEGLU1,Neurons,FALSE
mousebrain_all.sem_mean,MFOL2,-4.971191433521302e-7,9.490238930325088e-7,-0.523821525466168,0.6997986598595115,-4.6713408286653854e-7,-2.396138990946001e-6,1.3662136629451661e-6,MFOL2,Oligos,Myelin forming oligodendrocytes (MFOL),2415,NA,CNS,CNS,219,Glia,CNS glia,Oligodendrocytes,Oligodendrocytes,nan,Oligodendrocytes,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MFOL2,Oligos,FALSE
mousebrain_all.sem_mean,TEGLU9,-5.684206621076867e-7,1.005328333318017e-6,-0.5654079799299533,0.7141018509719302,-5.176109108395985e-7,-2.578969000646462e-6,1.3253008795472787e-6,TEGLU9,Neurons,"Excitatory neurons, cerebral cortex",202,Glutamate (VGLUT1),"Cingulate/Retrosplenial area, layer 5",Cortex,8,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,nan,Telencephalon projecting excitatory neurons,24,Excitatory,Ex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,TEGLU9,Neurons,FALSE
mousebrain_all.sem_mean,HYPEP8,-8.302418772887759e-7,1.3857612542109923e-6,-0.5991233156258859,0.7254546726389843,-8.052728936857155e-7,-3.3974093913242228e-6,1.9255238489834795e-6,HYPEP8,Neurons,"Peptidergic neurons, hypothalamus",15,Glutamate (VGLUT2),Anteroventral periventricular continue along midline to Medial septal nucleus,Hypothalamus,96,Neurons,CNS neurons,"Cholinergic, monoaminergic and peptidergic neurons",Peptidergic neurons,nan,Peptidergic neurons,17,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,HYPEP8,Neurons,FALSE
mousebrain_all.sem_mean,TEGLU6,-5.92268816760762e-7,9.66974029966427e-7,-0.6124971285747202,0.7298955513919498,-5.747434381371135e-7,-2.433966940764256e-6,1.1939206901031055e-6,TEGLU6,Neurons,"Excitatory neurons, cerebral cortex",598,"Glutamate (VGLUT1,VGLUT2)","Cingulate/Retrosplenial area, layer 2",Cortex,11,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,nan,Telencephalon projecting excitatory neurons,24,Excitatory,Ex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,TEGLU6,Neurons,FALSE
mousebrain_all.sem_mean,PSNF1,-6.577689964307373e-7,1.066745651504786e-6,-0.6166127750348613,0.7312549169010083,-5.983060947293741e-7,-2.8213387522311455e-6,1.2447655136799429e-6,PSNF1,Neurons,"Neurofilament (NF1), DRG",38,"Glutamate (VGLUT1,VGLUT2)",Dorsal root ganglion,Dorsal root ganglion,208,Neurons,PNS neurons,Peripheral sensory neurons,Peripheral sensory neurofilament neurons,nan,Peripheral sensory neurons,8,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,PSNF1,Neurons,FALSE
mousebrain_all.sem_mean,MSN1,-4.2291776960193887e-7,6.839096979546926e-7,-0.6183824719355803,0.7318383753836601,-3.5289700261637674e-7,-1.761070303064586e-6,8.960765908258478e-7,MSN1,Neurons,"D1 medium spiny neurons, striatum",869,GABA,Striatum dorsal,Striatum dorsal,27,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting inhibitory neurons,nan,Telencephalon projecting inhibitory neurons,23,Inhibitory,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,MSN1,Neurons,FALSE
mousebrain_all.sem_mean,PSPEP3,-5.104746757191191e-7,8.210138752825517e-7,-0.6217613259501118,0.7329505900218094,-4.844939033027522e-7,-1.9732761136616897e-6,1.059017545125881e-6,PSPEP3,Neurons,"Peptidergic (PEP1..4), DRG",92,Glutamate (VGLUT2),Dorsal root ganglion,Dorsal root ganglion,204,Neurons,PNS neurons,Peripheral sensory neurons,Peripheral sensory peptidergic neurons,Express Slc5a7 (choline transporter),Peripheral sensory neurons,8,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,PSPEP3,Neurons,FALSE
mousebrain_all.sem_mean,MFOL1,-4.855702260370461e-7,7.699261285261726e-7,-0.63067118785349785,0.7358722291331211,-3.498703863751012e-7,-1.8084541253373608e-6,9.615648103438918e-7,MFOL1,Oligos,Myelin forming oligodendrocytes (MFOL),3684,NA,Pons/medulla (possible batch effect),CNS,220,Glia,CNS glia,Oligodendrocytes,Oligodendrocytes,Possible batch effect,Oligodendrocytes,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MFOL1,Oligos,FALSE
mousebrain_all.sem_mean,MBCHO1,-6.581065613752714e-7,1.0349844723621515e-6,-0.6358612896609653,0.7375665822787733,-9.338735887577947e-7,-2.505348605951956e-6,1.3814732470373964e-6,MBCHO1,Neurons,"Cholinergic neurons, midbrain red nucleus",62,Acetylcholine,Red nucleus,Midbrain ventral,130,Neurons,CNS neurons,Di- and mesencephalon neurons,Di- and mesencephalon excitatory neurons,"Low Chat,Slc5a7 (but see https://www.ncbi.nlm.nih.gov/pubmed/3708316)",Di- and mesencephalon excitatory neurons,14,Acetylcholine,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MBCHO1,Neurons,FALSE
tabula_muris.sem_mean,Thymus.DN1_thymic_pro.T_cell,-1.1645840570116756e-6,1.8244915501766253e-6,-0.6383060841794168,0.7383627738813289,-1.2524492576589443e-6,-4.650364656491133e-6,2.4312341698601428e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thymus.DN1_thymic_pro.T_cell,dummy_category,FALSE
tabula_muris.sem_mean,Brain_Non.Myeloid.astrocyte,-5.7864428009468e-7,8.93642815322857e-7,-0.6475118136384572,0.7413496244012832,-5.792951818089481e-7,-2.2255791740365698e-6,1.0823674902337244e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brain_Non.Myeloid.astrocyte,dummy_category,FALSE
mousebrain_all.sem_mean,TEINH17,-7.511245267530567e-7,1.1597225534551585e-6,-0.6476760536519991,0.7414027522564361,-8.726864492370057e-7,-3.0675579937201856e-6,1.474144444707562e-6,TEINH17,Neurons,"Axo-axonic, cortex/hippocampus",675,GABA,"Hippocampus,Cortex","Hippocampus,Cortex",49,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,nan,Telencephalon inhibitory interneurons,19,Inhibitory,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEINH17,Neurons,FALSE
mousebrain_all.sem_mean,TEINH4,-8.552224113471889e-7,1.3042958828004487e-6,-0.6556966272951381,0.7439903303195732,-9.150145763458575e-7,-3.272017286226514e-6,1.6276041477808396e-6,TEINH4,Neurons,"Interneuron-selective interneurons, cortex/hippocampus",645,GABA,"Hippocampus,Cortex","Hippocampus,Cortex",62,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,nan,Telencephalon inhibitory interneurons,19,Inhibitory,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEINH4,Neurons,FALSE
mousebrain_all.sem_mean,HBGLU10,-8.561485967873842e-7,1.2872609630748734e-6,-0.6650932649602818,0.747004578923696,-9.482183538531417e-7,-3.173832407227719e-6,1.6478520494370753e-6,HBGLU10,Neurons,"Excitatory neurons, hindbrain",80,Glutamate (VGLUT2),Nucleus of the solitary tract,Medulla,118,Neurons,CNS neurons,Spinal cord neurons,Spinal cord excitatory neurons,nan,Spinal cord excitatory neurons,15,Excitatory,Ex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,HBGLU10,Neurons,FALSE
tabula_muris.sem_mean,Brain_Non.Myeloid.oligodendrocyte_precursor_cell,-6.601612699193761e-7,9.71391053029746e-7,-0.6796040254440767,0.7516223899343977,-7.487654152529957e-7,-2.491687015316903e-6,1.2507243067401145e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brain_Non.Myeloid.oligodendrocyte_precursor_cell,dummy_category,FALSE
tabula_muris.sem_mean,Large_Intestine.epithelial_cell_of_large_intestine,-5.869189973666343e-7,8.582244101174939e-7,-0.6838759075686079,0.7529732356841066,-4.1744559781563623e-7,-2.2429744047504037e-6,1.0177506451714016e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large_Intestine.epithelial_cell_of_large_intestine,dummy_category,FALSE
mousebrain_all.sem_mean,DEGLU3,-6.415778144972889e-7,8.936587242409129e-7,-0.71792262201911,0.7635975007413304,-6.899753805610835e-7,-2.309724921330302e-6,1.1432302362016975e-6,DEGLU3,Neurons,"Excitatory neurons, thalamus",1113,Glutamate (VGLUT2),Paraventricular nucleus of the thalamus,Thalamus,139,Neurons,CNS neurons,Di- and mesencephalon neurons,Di- and mesencephalon excitatory neurons,nan,Di- and mesencephalon excitatory neurons,14,Excitatory,Ex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,DEGLU3,Neurons,FALSE
tabula_muris.sem_mean,Brain_Myeloid.microglial_cell,-6.631412746628019e-7,8.738546781180838e-7,-0.7588690559978803,0.7760345543762961,-7.327126354442834e-7,-2.4173552048583252e-6,1.122865735180339e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brain_Myeloid.microglial_cell,dummy_category,FALSE
mousebrain_all.sem_mean,MEGLU8,-6.387859910231105e-7,8.188345263037033e-7,-0.7801160924499007,0.7823387274592345,-6.667677306711116e-7,-2.1451562098895613e-6,9.979272156560045e-7,MEGLU8,Neurons,"Excitatory neurons, midbrain",305,"Glutamate (VGLUT1), Nitric oxide",Inferior colliculus,Midbrain dorsal,126,Neurons,CNS neurons,Di- and mesencephalon neurons,Di- and mesencephalon excitatory neurons,Poor markers,Di- and mesencephalon excitatory neurons,14,Excitatory,Ex,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,MEGLU8,Neurons,FALSE
tabula_muris.sem_mean,Limb_Muscle.T_cell,-1.2726123030153044e-6,1.6297729929183863e-6,-0.780852492061778,0.7825553716892402,-1.228887939743009e-6,-4.635093421548903e-6,1.8547189826820947e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Limb_Muscle.T_cell,dummy_category,FALSE
mousebrain_all.sem_mean,CBNBL1,-8.666102253911568e-7,1.093310563843247e-6,-0.7926478111990571,0.7860084777273364,-9.171259124070575e-7,-3.0435317758828323e-6,1.2353975098402453e-6,CBNBL1,Neurons,"Neuroblasts, cerebellum",163,Glutamate (VGLUT2),"Hindbrain (pons, medulla cerabellum)","Pons,Medulla,Cerebellum",178,Neurons,CNS neurons,Immature neural,Glutamatergic neuroblasts,nan,Neuroblasts,21,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,CBNBL1,Neurons,FALSE
tabula_muris.sem_mean,Liver.B_cell,-1.3169912361368649e-6,1.630296656351105e-6,-0.8078230615307318,0.790403776339299,-1.2285896029113562e-6,-4.514592951641734e-6,1.5589990048771945e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver.B_cell,dummy_category,FALSE
mousebrain_all.sem_mean,NFOL2,-7.876910627571978e-7,9.61785597998215e-7,-0.8189882073474962,0.7936034290996616,-7.283370505763149e-7,-2.5071697565918036e-6,1.1402823667269937e-6,NFOL2,Oligos,"Newly formed oligodendrocytes (NFOL), pons/medulla specific",181,NA,Pons/medulla (possible batch effect),CNS,217,Glia,CNS glia,Oligodendrocytes,Oligodendrocytes,Possible batch effect,Oligodendrocytes,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NFOL2,Oligos,FALSE
mousebrain_all.sem_mean,SCGLU9,-1.1031158664485847e-6,1.346137423606608e-6,-0.8194674979714082,0.7937401308393935,-1.001172966075869e-6,-3.538988371225408e-6,1.2613495133186117e-6,SCGLU9,Neurons,"Excitatory neurons, spinal cord",154,Glutamate (VGLUT2),Dorsal horn lamina 3,Spinal cord,116,Neurons,CNS neurons,Spinal cord neurons,Spinal cord excitatory neurons,correspond to Glut3 in C1 data.,Spinal cord excitatory neurons,15,Excitatory,Ex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,SCGLU9,Neurons,FALSE
mousebrain_all.sem_mean,TEGLU3,-6.137390144894566e-7,7.159162137510218e-7,-0.8572777130912976,0.8043542887420292,-6.572047435560937e-7,-1.9895009298585776e-6,8.241578420065931e-7,TEGLU3,Neurons,"Excitatory neurons, cerebral cortex",2734,Glutamate (VGLUT1),Cortex pyramidal layer 6,Cortex,2,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,nan,Telencephalon projecting excitatory neurons,24,Excitatory,Ex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,TEGLU3,Neurons,FALSE
tabula_muris.sem_mean,Marrow.immature_B_cell,-1.0442209691466092e-6,1.18627949064442e-6,-0.8802486912922681,0.8106376993633293,-1.0507174005998456e-6,-3.2858093533751927e-6,1.0932300036875609e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marrow.immature_B_cell,dummy_category,FALSE
mousebrain_all.sem_mean,MEINH5,-8.00241317982038e-7,9.025319550497428e-7,-0.8866625868531524,0.8123697065778911,-7.958260345813347e-7,-2.5174134539508887e-6,9.221093982590532e-7,MEINH5,Neurons,"Inhibitory neurons, midbrain",154,GABA,Superior colliculus (sparse),Midbrain dorsal,145,Neurons,CNS neurons,Di- and mesencephalon neurons,Di- and mesencephalon inhibitory neurons,nan,Di- and mesencephalon inhibitory neurons,13,Inhibitory,In,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,MEINH5,Neurons,FALSE
tabula_muris.sem_mean,Lung.ciliated_columnar_cell_of_tracheobronchial_tree,-9.294692725798629e-7,1.0464324766457e-6,-0.8882267067620472,0.8127905921644373,-9.655374238983198e-7,-2.880460681813398e-6,1.151507241443725e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lung.ciliated_columnar_cell_of_tracheobronchial_tree,dummy_category,FALSE
mousebrain_all.sem_mean,HBADR,-1.1011398817930012e-6,1.2184871389209529e-6,-0.9036942997758105,0.8169212387402123,-1.2778865151778045e-6,-3.4713072347652687e-6,1.3123284280925366e-6,HBADR,Neurons,Adrenergic cell groups of the medulla,40,"Adrenaline, Glutamate (VGLUT3)","Nucleus of the solitary tract, adrenergic cell groups C1-3",Medulla,71,Neurons,CNS neurons,"Cholinergic, monoaminergic and peptidergic neurons",Cholinergic and monoaminergic neurons,nan,Cholinergic and monoaminergic neurons,18,Excitatory,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,HBADR,Neurons,FALSE
mousebrain_all.sem_mean,HYPEP4,-1.1126375033124448e-6,1.2145312544872579e-6,-0.9161044635135142,0.8201939465324743,-1.1020205608885143e-6,-3.50766860707458e-6,1.1209343082597681e-6,HYPEP4,Neurons,"Oxytocin-producing cells, hypothalamus",98,Nitric oxide,Dorsomedial nucleus of the hypothalamus. magnocellular neurosecretory cells.,Hypothalamus,95,Neurons,CNS neurons,"Cholinergic, monoaminergic and peptidergic neurons",Peptidergic neurons,nan,Peptidergic neurons,17,Nitric oxide,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,HYPEP4,Neurons,FALSE
tabula_muris.sem_mean,Lung.natural_killer_cell,-1.491072419745265e-6,1.618242784044121e-6,-0.9214145333736344,0.8215829780678432,-1.5388024664116587e-6,-4.934169335235244e-6,1.532748654433342e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lung.natural_killer_cell,dummy_category,FALSE
tabula_muris.sem_mean,Lung.B_cell,-1.7506911473567027e-6,1.8924044855490617e-6,-0.9251146679927456,0.8225468679931093,-1.843521134016272e-6,-5.399990767434179e-6,1.3767809685798183e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lung.B_cell,dummy_category,FALSE
tabula_muris.sem_mean,Limb_Muscle.B_cell,-1.4030858049696015e-6,1.512375188129216e-6,-0.9277365933946564,0.8232278891783466,-1.3398127835022445e-6,-4.160476756270966e-6,1.4921527846871558e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Limb_Muscle.B_cell,dummy_category,FALSE
mousebrain_all.sem_mean,CBINH1,-1.0216213725004702e-6,1.085109438115708e-6,-0.9414915552430501,0.8267734925757037,-1.0532054874304738e-6,-3.1771883110528433e-6,1.1780911643036951e-6,CBINH1,Neurons,"Molecular layer interneurons, cerebellum",662,"GABA, Nitric oxide","Cerebellum, molecular layer",Cerebellum,174,Neurons,CNS neurons,Cerebellum neurons,Cerebellum neurons,nan,Hindbrain neurons,12,Inhibitory,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,CBINH1,Neurons,FALSE
mousebrain_all.sem_mean,OBNBL5,-1.2070436976233684e-6,1.271739872336404e-6,-0.9491278239203292,0.8287221976636716,-1.1685504892312218e-6,-3.7070074174064496e-6,1.1785252512191973e-6,OBNBL5,Neurons,"Inhibitory neurons, olfactory bulb",871,GABA,"Main olfactory bulb, glomerular layer and Accessory olfactory bulb, granular layer",Olfactory bulb,44,Neurons,CNS neurons,Telencephalon interneurons,Olfactory inhibitory neurons,nan,Olfactory inhibitory neurons,20,Inhibitory,In,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,OBNBL5,Neurons,FALSE
mousebrain_all.sem_mean,TEINH2,-1.0068065101602954e-6,1.0294312178446088e-6,-0.9780221278584457,0.8359683099680215,-9.54029850170826e-7,-2.984254368119641e-6,9.426472063693803e-7,TEINH2,Neurons,"Inhibitory neurons, septal nucleus",1339,GABA,Septal nucleus,"Striatum dorsal, Striatum ventral",84,Neurons,CNS neurons,"Cholinergic, monoaminergic and peptidergic neurons",Peptidergic neurons,nan,Peptidergic neurons,17,Inhibitory,In,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEINH2,Neurons,FALSE
