GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	ZFITTED_BASE	ZRESID_BASE	ensembl_gene_id	mmusculus_homolog_ensembl_gene
57674	17	78224643	78374086	79	17	681116	0.25119	-1.5829e-4	0.25135	ENSG00000173821	ENSMUSG00000070327
284131	17	78378965	78413386	21	5	679122	-0.10601	-1.5829e-4	-0.10585	ENSG00000173818	ENSMUSG00000039850
4884	17	78439133	78460404	12	4	668144	3.0483	-1.5829e-4	3.0484	ENSG00000171246	ENSMUSG00000025582
57521	17	78508625	78941673	534	44	687342	5.5661	-1.5829e-4	5.5663	ENSG00000141564	ENSMUSG00000025583
79643	17	78955641	78975433	7	2	662398	-0.99771	-1.5829e-4	-0.99755	ENSG00000176108	ENSMUSG00000025371
10458	17	78998944	79092732	57	16	660235	4.9081	-1.5829e-4	4.9082	ENSG00000175866	ENSMUSG00000025372
9625	17	79082785	79149877	31	11	656480	4.9599	-1.5829e-4	4.9601	ENSG00000181409	ENSMUSG00000025375
22994	17	79161893	79206793	31	8	676824	0.54434	-1.5829e-4	0.5445	ENSG00000141577	ENSMUSG00000039781
146705	17	79200572	79222891	6	2	681940	1.2496	-1.5829e-4	1.2497	ENSG00000167302	ENSMUSG00000025377
284184	17	79203039	79216598	3	2	678051	1.1386	-1.5829e-4	1.1388	ENSG00000224877	ENSMUSG00000078572
124565	17	79217299	79279233	41	5	685782	-1.1788	-1.5829e-4	-1.1786	ENSG00000157637	ENSMUSG00000061306
284186	17	79283570	79314474	19	4	644066	0.13349	-1.5829e-4	0.13364	ENSG00000185332	NA
100130370	17	79348199	79369160	8	3	610914	2.9675	-1.5829e-4	2.9677	ENSG00000262223	NA
57597	17	79363540	79434858	20	8	649193	3.5746000000000002	-1.5829e-4	3.5747	ENSG00000266074	NA
25794	17	79471022	79505656	15	5	646260	1.8071	-1.5829e-4	1.8073	ENSG00000186765	ENSMUSG00000025380
71	17	79475497	79489892	7	3	635550	2.5548	-1.5829e-4	2.555	ENSG00000184009	ENSMUSG00000062825
80233	17	79505411	79529429	9	2	672195	0.46731	-1.5829e-4	0.46746	ENSG00000185504	ENSMUSG00000025384
55666	17	79522413	79614138	53	6	681293	0.73813	-1.5829e-4	0.73829	ENSG00000182446	ENSMUSG00000039703
83882	17	79599349	79617279	7	1	682110	0.043267	-1.5829e-4	0.043425	ENSG00000182612	ENSMUSG00000039691
5148	17	79615989	79633607	4	2	690836	-0.69792	-1.5829e-4	-0.69776	ENSG00000185527	ENSMUSG00000025386
339230	17	79623761	79642437	6	2	672932	0.069734	-1.5829e-4	0.069893	ENSG00000185298	ENSMUSG00000049957
339229	17	79630566	79643618	6	2	672932	0.069734	-1.5829e-4	0.069893	ENSG00000204237	ENSMUSG00000039670
9146	17	79640962	79670651	11	2	688698	0.29066	-1.5829e-4	0.29082	ENSG00000185359	ENSMUSG00000025793
339231	17	79646724	79660954	3	1	689087	0.35678	-1.5829e-4	0.35694	ENSG00000214087	ENSMUSG00000057594
6182	17	79660400	79676056	6	2	688437	-0.0028355	-1.5829e-4	-0.0026772	ENSG00000262814	ENSMUSG00000039640
1468	17	79669266	79689546	8	2	680783	0.10577	-1.5829e-4	0.10593	ENSG00000183048	NA
5034	17	79799534	79828566	1	1	638477	0.39707	-1.5829e-4	0.39723	ENSG00000185624	ENSMUSG00000025130
255275	17	79896021	79915109	1	1	632045	-0.71061	-1.5829e-4	-0.71045	ENSG00000185105	ENSMUSG00000025141
147111	17	79908883	79929057	2	1	680191	-0.39872	-1.5829e-4	-0.39856	ENSG00000185269	ENSMUSG00000042988
79058	17	79925426	79976782	9	2	653817	1.6998	-1.5829e-4	1.7	ENSG00000169696	ENSMUSG00000025142
201255	17	79971280	79990527	6	2	582909	2.1922	-1.5829e-4	2.1923	ENSG00000169683	ENSMUSG00000025145
201254	17	79975079	79990786	6	2	582909	2.1922	-1.5829e-4	2.1923	ENSG00000169689	ENSMUSG00000025144
5881	17	79979532	79993580	6	2	575355	1.6324	-1.5829e-4	1.6326	ENSG00000169750	ENSMUSG00000018012
51181	17	79992257	80005573	4	1	647166	2.4286	-1.5829e-4	2.4287	ENSG00000169738	ENSMUSG00000039450
2873	17	79999746	80016846	6	2	652180	-0.89862	-1.5829e-4	-0.89847	ENSG00000169727	ENSMUSG00000025156
5986	17	80004278	80019650	5	2	648262	-2.1849	-1.5829e-4	-2.1847	ENSG00000169733	ENSMUSG00000025158
64118	17	80014248	80033697	3	2	652909	-1.2156	-1.5829e-4	-1.2154	ENSG00000169718	ENSMUSG00000025155
2194	17	80034714	80066106	13	3	657507	3.4973	-1.5829e-4	3.4974	ENSG00000169710	ENSMUSG00000025153
284001	17	80057833	80180705	100	3	680967	3.0447	-1.5829e-4	3.0448	ENSG00000176155	ENSMUSG00000048445
9123	17	80176282	80198875	9	3	682733	3.2594	-1.5829e-4	3.2595	ENSG00000141526	ENSMUSG00000025161
1453	17	80196023	80241594	5	2	635206	-0.57558	-1.5829e-4	-0.57542	ENSG00000141551	ENSMUSG00000025162
924	17	80271246	80285480	4	2	620859	1.7258	-1.5829e-4	1.726	ENSG00000173762	ENSMUSG00000025163
6398	17	80277400	80301921	5	3	653561	1.6698	-1.5829e-4	1.6699	ENSG00000141574	NA
400629	17	80307123	80323152	3	1	674773	0.97081	-1.5829e-4	0.97097	ENSG00000182459	NA
2837	17	80320647	80335028	9	2	672541	1.571	-1.5829e-4	1.5711	ENSG00000181408	ENSMUSG00000039321
79701	17	80345586	80386513	16	5	666707	1.7317	-1.5829e-4	1.7319	ENSG00000181396	ENSMUSG00000025169
284004	17	80366240	80402016	13	3	689344	1.0722	-1.5829e-4	1.0723	ENSG00000169660	ENSMUSG00000039307
79415	17	80398962	80418707	9	2	681171	1.463	-1.5829e-4	1.4631	ENSG00000178927	ENSMUSG00000039294
26502	17	80405611	80447643	17	4	682561	1.3316	-1.5829e-4	1.3318	ENSG00000141562	ENSMUSG00000000056
3607	17	80467594	80563983	58	12	676363	-1.1375	-1.5829e-4	-1.1373	ENSG00000141568	ENSMUSG00000039275
56270	17	80570938	80616411	45	9	684520	-0.69411	-1.5829e-4	-0.69396	ENSG00000141580	ENSMUSG00000025173
10966	17	80613443	80666598	26	7	676219	-0.047589	-1.5829e-4	-0.047431	ENSG00000141542	NA
79672	17	80664582	80687393	19	4	738992	-1.7423	-1.5829e-4	-1.7422	ENSG00000141560	ENSMUSG00000039253
101929552	17	80670285	80684324	9	2	701974	-1.2553	-1.5829e-4	-1.2552	ENSG00000263063	NA
64122	17	80683452	80710573	18	3	662176	-1.4929	-1.5829e-4	-1.4928	ENSG00000167363	ENSMUSG00000025175
6904	17	80699938	80902562	184	15	761092	-1.374	-1.5829e-4	-1.3739	ENSG00000141556	ENSMUSG00000039230
79755	17	80785810	80807931	17	3	777985	-0.6996	-1.5829e-4	-0.69944	ENSG00000141579	ENSMUSG00000039238
146712	17	80898509	81019686	105	20	706136	-2.5525	-1.5829e-4	-2.5524	ENSG00000175711	ENSMUSG00000046605
284207	17	81027567	81054367	5	3	652300	-1.2937	-1.5829e-4	-1.2935	ENSG00000275031	NA
9097	18	148483	215239	31	5	684772	0.8826	-1.5829e-4	0.88276	ENSG00000101557	ENSMUSG00000047879
9984	18	213020	278059	60	7	672985	0.70653	-1.5829e-4	0.70669	ENSG00000079134	ENSMUSG00000024287
81035	18	317855	510729	289	43	682568	-2.9285	-1.5829e-4	-2.9283	ENSG00000158270	ENSMUSG00000036103
1068	18	570369	583024	11	4	672327	-2.0317	-1.5829e-4	-2.0315	ENSG00000177143	ENSMUSG00000050996
27098	18	586998	651798	49	20	635693	-0.15046	-1.5829e-4	-0.1503	ENSG00000079101	NA
7298	18	647590	674999	22	3	676679	-0.91572	-1.5829e-4	-0.91556	ENSG00000176890	ENSMUSG00000025747
494514	18	648120	668340	13	3	674964	-0.86391	-1.5829e-4	-0.86375	ENSG00000176912	NA
55556	18	668824	722662	70	8	687024	-1.7364	-1.5829e-4	-1.7362	ENSG00000132199	NA
7525	18	720092	822327	61	9	684776	0.21749	-1.5829e-4	0.21765	ENSG00000176105	ENSMUSG00000014932
116	18	894366	913673	20	5	666202	1.5628	-1.5829e-4	1.5629	ENSG00000141433	ENSMUSG00000024256
64863	18	2536024	2581489	68	10	687665	-0.74943	-1.5829e-4	-0.74927	ENSG00000101574	ENSMUSG00000055660
10403	18	2561510	2618134	67	9	691099	-0.63546	-1.5829e-4	-0.63531	ENSG00000080986	ENSMUSG00000024056
23347	18	2645886	2806515	148	15	683771	2.6552	-1.5829e-4	2.6554	ENSG00000101596	ENSMUSG00000024054
84034	18	2836786	2915590	39	14	658003	0.71716	-1.5829e-4	0.71732	ENSG00000132205	ENSMUSG00000024053
9663	18	2915492	3023313	82	10	684350	-1.3723	-1.5829e-4	-1.3721	ENSG00000101577	ENSMUSG00000024052
8736	18	3065305	3230106	141	32	681397	-2.31	-1.5829e-4	-2.3098	ENSG00000101605	ENSMUSG00000024049
10627	18	3237472	3257734	14	3	666743	-0.84456	-1.5829e-4	-0.8444	ENSG00000101608	ENSMUSG00000024048
103910	18	3252111	3279782	49	3	662122	-1.1337	-1.5829e-4	-1.1335	ENSG00000118680	ENSMUSG00000034868
7050	18	3401925	3459909	36	10	663466	-0.25703	-1.5829e-4	-0.25687	ENSG00000177426	ENSMUSG00000047407
9229	18	3494530	4465310	958	164	671945	-2.5372	-1.5829e-4	-2.537	ENSG00000170579	ENSMUSG00000003279
642597	18	5142172	5207507	75	15	684029	-1.6791	-1.5829e-4	-1.679	ENSG00000231824	ENSMUSG00000091636
7541	18	5287518	5307052	17	4	647167	-1.6603	-1.5829e-4	-1.6602	ENSG00000198081	ENSMUSG00000049672
23136	18	5390880	5640662	224	35	683315	-0.48068	-1.5829e-4	-0.48052	ENSG00000082397	ENSMUSG00000024044
645369	18	5887911	5905373	12	4	690443	1.0329	-1.5829e-4	1.0331	ENSG00000206432	ENSMUSG00000095407
91133	18	5953205	6424910	390	52	676596	1.1487	-1.5829e-4	1.1489	ENSG00000154655	ENSMUSG00000041565
79822	18	6719717	6917215	161	27	681406	1.6416	-1.5829e-4	1.6418	ENSG00000088756	ENSMUSG00000024043
284217	18	6940243	7127813	229	53	675053	-0.80742	-1.5829e-4	-0.80726	ENSG00000101680	ENSMUSG00000032796
339291	18	7221137	7233542	10	2	694757	-1.7175	-1.5829e-4	-1.7174	ENSG00000206422	ENSMUSG00000073375
5797	18	7557314	8408359	701	93	681240	-0.040189	-1.5829e-4	-0.040031	ENSG00000173482	ENSMUSG00000033278
201475	18	8599443	8640880	42	7	686252	0.99206	-1.5829e-4	0.99222	ENSG00000206418	ENSMUSG00000023460
23255	18	8695659	8834276	177	34	676896	0.46182	-1.5829e-4	0.46198	ENSG00000168502	ENSMUSG00000052105
4729	18	9092628	9135843	26	6	689479	1.4891	-1.5829e-4	1.4893	ENSG00000178127	ENSMUSG00000024099
23253	18	9126751	9287483	101	11	678579	2.7577	-1.5829e-4	2.7578	ENSG00000101745	ENSMUSG00000034647
57045	18	9324765	9403924	50	6	683192	0.34907	-1.5829e-4	0.34923	ENSG00000128791	ENSMUSG00000024098
10928	18	9465530	9539606	50	10	687019	-0.23458	-1.5829e-4	-0.23442	ENSG00000017797	ENSMUSG00000024096
9989	18	9545289	9624605	52	11	695222	-0.31063	-1.5829e-4	-0.31047	ENSG00000154845	ENSMUSG00000061950
11031	18	9698228	9864053	190	51	663358	-3.8388	-1.5829e-4	-3.8387	ENSG00000168461	ENSMUSG00000056515
84203	18	9875723	9890772	26	6	687938	-1.6931	-1.5829e-4	-1.6929	ENSG00000168454	ENSMUSG00000050612
9218	18	9903955	9961518	47	11	686076	-1.5671	-1.5829e-4	-1.5669	ENSG00000101558	ENSMUSG00000024091
147495	18	10444625	10490198	46	8	685259	1.651	-1.5829e-4	1.6512	ENSG00000154856	ENSMUSG00000071847
8774	18	10515873	10554266	43	4	680645	0.79416	-1.5829e-4	0.79432	ENSG00000134265	ENSMUSG00000024581
101927376	18	10591291	10607260	7	2	676183	-1.2045	-1.5829e-4	-1.2044	NA	NA
63895	18	10668744	11158761	575	71	680547	-0.86637	-1.5829e-4	-0.86621	ENSG00000154864	ENSMUSG00000041482
646000	18	11599557	11612111	3	1	670753	-1.3273	-1.5829e-4	-1.3272	ENSG00000236396	NA
2774	18	11679014	11887184	151	23	675333	-0.54818	-1.5829e-4	-0.54802	ENSG00000141404	ENSMUSG00000024524
57132	18	11841389	11855948	8	3	679810	-1.2737	-1.5829e-4	-1.2736	ENSG00000255112	ENSMUSG00000031242
65258	18	11881970	11918796	39	11	669593	1.0271	-1.5829e-4	1.0273	ENSG00000154889	ENSMUSG00000062526
3613	18	11971427	12032385	69	11	690094	0.062683	-1.5829e-4	0.062841	ENSG00000141401	ENSMUSG00000024525
342850	18	12083848	12131263	45	4	676885	-0.97229	-1.5829e-4	-0.97213	ENSG00000181626	NA
1149	18	12244318	12279094	26	8	657567	-2.0821	-1.5829e-4	-2.082	ENSG00000176194	ENSMUSG00000024526
84617	18	12298218	12328068	21	3	694744	-2.4391	-1.5829e-4	-2.439	ENSG00000176014	ENSMUSG00000001473
10939	18	12327443	12387275	33	3	681876	-2.2531	-1.5829e-4	-2.253	ENSG00000141385	ENSMUSG00000024527
10650	18	12397895	12433737	19	6	685404	-1.5021	-1.5829e-4	-1.5019	ENSG00000141391	ENSMUSG00000024530
56907	18	12445011	12671456	142	18	686576	-0.054712	-1.5829e-4	-0.054553	ENSG00000134278	ENSMUSG00000024533
56984	18	12648738	12727239	35	5	686377	0.12295	-1.5829e-4	0.12311	ENSG00000128789	ENSMUSG00000024537
79959	18	12660248	12712776	21	4	683245	0.33145	-1.5829e-4	0.3316	ENSG00000101624	ENSMUSG00000073542
5771	18	12783977	12894337	65	11	691876	1.0664	-1.5829e-4	1.0665	ENSG00000175354	ENSMUSG00000024539
81929	18	12937983	12989036	16	3	695116	0.9901	-1.5829e-4	0.99026	ENSG00000085415	ENSMUSG00000079614
55125	18	12981352	13126552	109	11	687619	1.8957	-1.5829e-4	1.8958	ENSG00000101639	ENSMUSG00000024542
753	18	13208729	13654253	357	68	675403	-0.018571	-1.5829e-4	-0.018413	ENSG00000168675	ENSMUSG00000024544
125228	18	13661846	13736591	47	6	686463	-1.9966	-1.5829e-4	-1.9964	ENSG00000177150	ENSMUSG00000038121
8731	18	13716659	13766055	41	5	690070	-1.4843	-1.5829e-4	-1.4841	ENSG00000101654	ENSMUSG00000009535
4161	18	13815543	13828361	15	5	690401	0.30328	-1.5829e-4	0.30344	ENSG00000176136	ENSMUSG00000007480
4158	18	13880543	13925535	60	5	683143	-0.33752	-1.5829e-4	-0.33736	ENSG00000185231	ENSMUSG00000045569
162655	18	14074489	14142489	33	7	677073	-0.32264	-1.5829e-4	-0.32248	ENSG00000175322	NA
388468	18	14510237	14553599	5	2	618673	-1.525	-1.5829e-4	-1.5248	ENSG00000183206	NA
374860	18	14738239	14854237	27	4	669198	0.68468	-1.5829e-4	0.68484	ENSG00000180777	ENSMUSG00000020481
6093	18	18528201	18701812	35	3	677159	-1.0543	-1.5829e-4	-1.0542	ENSG00000067900	ENSMUSG00000024290
80000	18	18812203	19106884	84	7	677425	-1.5716	-1.5829e-4	-1.5714	ENSG00000141449	ENSMUSG00000042942
114799	18	19107742	19190697	13	3	688576	-1.227	-1.5829e-4	-1.2269	ENSG00000141446	ENSMUSG00000024293
6632	18	19182260	19211708	5	1	686306	-0.91309	-1.5829e-4	-0.91293	ENSG00000167088	ENSMUSG00000002477
171586	18	19229358	19294766	22	4	700507	-1.1071	-1.5829e-4	-1.107	ENSG00000158201	ENSMUSG00000002475
57534	18	19311290	19452418	50	7	674420	-0.48238	-1.5829e-4	-0.48222	ENSG00000101752	ENSMUSG00000024294
2627	18	19739404	19783991	9	4	638440	0.043073	-1.5829e-4	0.043231	ENSG00000141448	ENSMUSG00000005836
64693	18	19992064	20007878	9	3	663792	-1.9563	-1.5829e-4	-1.9561	ENSG00000212710	NA
5932	18	20503295	20607951	50	5	682973	-0.60768	-1.5829e-4	-0.60752	ENSG00000101773	ENSMUSG00000041238
91768	18	20704528	20841934	65	12	703646	-0.31999	-1.5829e-4	-0.31984	ENSG00000134508	ENSMUSG00000040957
85019	18	20874477	21027925	88	12	691222	3.2639	-1.5829e-4	3.2641	ENSG00000134490	ENSMUSG00000049411
8780	18	21022787	21064604	27	6	701568	3.4502	-1.5829e-4	3.4504	ENSG00000101782	ENSMUSG00000024404
29919	18	21073434	21114811	23	3	688367	7.0709	-1.5829e-4	7.071	ENSG00000141452	ENSMUSG00000024410
4864	18	21084648	21176581	63	5	695587	7.2009	-1.5829e-4	7.2011	ENSG00000141458	ENSMUSG00000024413
147463	18	21178477	21252849	30	8	678834	4.045	-1.5829e-4	4.0452	ENSG00000154065	ENSMUSG00000057766
3909	18	21259562	21536530	211	15	684648	0.58293	-1.5829e-4	0.58309	ENSG00000053747	ENSMUSG00000024421
125488	18	21562737	21717074	115	22	682787	-2.376	-1.5829e-4	-2.3759	ENSG00000168234	ENSMUSG00000024424
26256	18	21708920	21743064	14	2	695819	-1.9076	-1.5829e-4	-1.9074	ENSG00000154040	ENSMUSG00000024430
114876	18	21740509	21987846	142	39	681072	-0.4847	-1.5829e-4	-0.48455	ENSG00000141447	ENSMUSG00000044252
55364	18	21996609	22034999	44	5	690003	0.68553	-1.5829e-4	0.68569	ENSG00000154059	ENSMUSG00000024423
59340	18	22030593	22061421	36	11	690321	1.4264	-1.5829e-4	1.4266	ENSG00000134489	ENSMUSG00000037346
25925	18	22640388	22942214	227	36	680593	0.84566	-1.5829e-4	0.84581	ENSG00000198795	ENSMUSG00000024420
6760	18	23594717	23681176	50	6	686843	2.7533	-1.5829e-4	2.7534	ENSG00000141380	ENSMUSG00000037013
143471	18	23703816	23774819	41	4	681296	2.6144	-1.5829e-4	2.6146	ENSG00000154611	ENSMUSG00000036743
6875	18	23796409	23973149	116	11	674530	2.4129	-1.5829e-4	2.413	ENSG00000141384	ENSMUSG00000054321
284252	18	24033374	24247365	176	41	674229	2.0092	-1.5829e-4	2.0094	ENSG00000134504	ENSMUSG00000036225
361	18	24430507	24455735	27	10	679775	-0.33741	-1.5829e-4	-0.33725	ENSG00000171885	ENSMUSG00000024411
83539	18	24493054	24775302	263	26	689911	-0.50394	-1.5829e-4	-0.50378	ENSG00000154080	ENSMUSG00000047161
1000	18	25529430	25767445	360	31	679613	-1.0906	-1.5829e-4	-1.0905	ENSG00000170558	ENSMUSG00000024304
1825	18	28568552	28632781	94	12	686916	-1.358	-1.5829e-4	-1.3578	ENSG00000134762	ENSMUSG00000059898
1824	18	28644438	28692388	24	8	681728	-0.83351	-1.5829e-4	-0.83335	ENSG00000134755	ENSMUSG00000024331
1823	18	28707699	28752819	71	8	686696	-1.6864	-1.5829e-4	-1.6863	ENSG00000134765	ENSMUSG00000044322
1828	18	28888052	28938894	103	8	686227	-0.91556	-1.5829e-4	-0.9154	ENSG00000134760	NA
147409	18	28946740	28995380	49	4	682643	-1.3643	-1.5829e-4	-1.3642	ENSG00000175065	ENSMUSG00000001804
1830	18	29017732	29060165	61	8	688803	-2.2639	-1.5829e-4	-2.2637	ENSG00000134757	ENSMUSG00000056632
1829	18	29068027	29130314	52	7	688732	-3.0048	-1.5829e-4	-3.0047	ENSG00000046604	ENSMUSG00000044393
7276	18	29161730	29180487	12	3	686581	-0.41977	-1.5829e-4	-0.41961	ENSG00000118271	ENSMUSG00000061808
9331	18	29200709	29316560	82	12	684249	-1.4792	-1.5829e-4	-1.4791	ENSG00000118276	ENSMUSG00000056124
147407	18	29338159	29350843	10	3	680453	-0.086073	-1.5829e-4	-0.085915	ENSG00000141437	NA
22878	18	29407636	29533175	65	7	685242	-2.2047	-1.5829e-4	-2.2045	ENSG00000153339	ENSMUSG00000033382
54941	18	29588445	29654654	30	8	667010	-1.2837	-1.5829e-4	-1.2836	ENSG00000101695	ENSMUSG00000033107
51444	18	29661818	29713024	32	7	687694	-3.0461	-1.5829e-4	-3.0459	ENSG00000134758	ENSMUSG00000024317
4225	18	29759987	29801867	54	8	693387	-0.7888	-1.5829e-4	-0.78864	ENSG00000141434	ENSMUSG00000024313
64762	18	29841984	30060447	229	21	684776	-1.3495	-1.5829e-4	-1.3494	ENSG00000141441	ENSMUSG00000042680
57565	18	30251134	30363815	110	5	685581	-1.9113	-1.5829e-4	-1.9112	ENSG00000197705	ENSMUSG00000042514
374864	18	30515725	31030685	361	12	681294	1.7511	-1.5829e-4	1.7512	ENSG00000166960	ENSMUSG00000024306
80816	18	31148541	31332659	160	14	686967	4.0756	-1.5829e-4	4.0758	ENSG00000141431	ENSMUSG00000045215
8715	18	31429564	31813515	201	27	683835	2.5213	-1.5829e-4	2.5214	ENSG00000101746	ENSMUSG00000041923
1837	18	32063254	32473308	426	20	683136	-1.0888	-1.5829e-4	-1.0887	ENSG00000134769	ENSMUSG00000024302
10982	18	32546892	32724934	184	21	685265	-0.23477	-1.5829e-4	-0.23461	ENSG00000166974	ENSMUSG00000024277
84307	18	32810994	32839897	11	3	691154	-0.9125	-1.5829e-4	-0.91235	ENSG00000186812	ENSMUSG00000024276
100101467	18	32829523	32880196	23	5	692830	0.46677	-1.5829e-4	0.46692	ENSG00000186814	ENSMUSG00000024274
7572	18	32910678	32934428	16	3	690728	0.3846	-1.5829e-4	0.38476	ENSG00000172466	ENSMUSG00000051469
252884	18	32945161	32967301	22	4	688773	0.47392	-1.5829e-4	0.47408	ENSG00000186496	NA
125476	18	33030694	33088110	44	6	677857	-1.4522	-1.5829e-4	-1.452	ENSG00000153391	ENSMUSG00000047989
2589	18	33197400	33293298	104	8	685231	0.34188	-1.5829e-4	0.34203	ENSG00000141429	ENSMUSG00000000420
83608	18	33542588	33560750	7	1	690647	-0.98868	-1.5829e-4	-0.98852	ENSG00000141428	ENSMUSG00000024273
55197	18	33568287	33657538	44	6	689104	-1.7901	-1.5829e-4	-1.7899	ENSG00000141425	ENSMUSG00000040446
25800	18	33686994	33719357	49	5	687215	1.8022	-1.5829e-4	1.8023	ENSG00000141424	ENSMUSG00000024270
55250	18	33699837	33756188	68	5	685058	1.5162	-1.5829e-4	1.5163	ENSG00000134759	ENSMUSG00000024271
55034	18	33757480	33850185	77	17	683268	-0.2772	-1.5829e-4	-0.27704	ENSG00000075643	ENSMUSG00000039616
80206	18	33867677	34361519	537	61	682811	-3.445	-1.5829e-4	-3.4448	ENSG00000134775	ENSMUSG00000034295
25941	18	34358013	34419179	34	3	687598	-0.60097	-1.5829e-4	-0.60081	ENSG00000134779	ENSMUSG00000024269
57536	18	34399069	34813595	226	9	684480	0.96652	-1.5829e-4	0.96668	ENSG00000150477	ENSMUSG00000033632
56853	18	34821503	35156000	352	56	684260	1.3523	-1.5829e-4	1.3525	ENSG00000101489	ENSMUSG00000024268
5289	18	39525165	39663772	63	6	682438	4.9165	-1.5829e-4	4.9166	ENSG00000078142	ENSMUSG00000033628
6014	18	40321683	40705676	306	31	683782	2.6068	-1.5829e-4	2.6069	ENSG00000152214	ENSMUSG00000057455
6860	18	40846357	40867615	13	5	687710	4.7056	-1.5829e-4	4.7058	ENSG00000132872	ENSMUSG00000024261
26040	18	42248849	42649975	304	45	682070	2.8976	-1.5829e-4	2.8977	ENSG00000152217	ENSMUSG00000024548
8170	18	42782947	43264572	614	70	689440	2.3551	-1.5829e-4	2.3552	ENSG00000132874	ENSMUSG00000024552
6563	18	43294088	43333985	93	9	688711	-0.989	-1.5829e-4	-0.98884	ENSG00000141469	ENSMUSG00000059336
284266	18	43395545	43424021	19	5	676627	-0.79671	-1.5829e-4	-0.79655	ENSG00000197046	ENSMUSG00000091055
57724	18	43426074	43557305	93	10	688589	-2.9752	-1.5829e-4	-2.9751	ENSG00000152223	ENSMUSG00000039840
9050	18	43562002	43662250	74	8	683567	-2.6859	-1.5829e-4	-2.6858	ENSG00000152229	ENSMUSG00000025429
498	18	43662610	43694199	18	2	678528	-2.2591	-1.5829e-4	-2.2589	ENSG00000152234	ENSMUSG00000025428
115106	18	43674298	43709799	17	3	676128	-1.0593	-1.5829e-4	-1.0591	ENSG00000152240	ENSMUSG00000041840
147339	18	43743519	43848455	47	3	680867	-0.027079	-1.5829e-4	-0.02692	ENSG00000152242	ENSMUSG00000047466
494470	18	43896772	44042659	103	25	675766	-2.2805	-1.5829e-4	-2.2803	ENSG00000141622	ENSMUSG00000025427
125336	18	44055435	44246996	270	44	681210	-1.5791	-1.5829e-4	-1.5789	ENSG00000167210	ENSMUSG00000032818
29906	18	44257581	44347039	83	23	682126	1.963	-1.5829e-4	1.9632	ENSG00000101638	ENSMUSG00000025425
9063	18	44387400	44510130	62	6	681649	2.2696	-1.5829e-4	2.2698	ENSG00000078043	ENSMUSG00000025423
83473	18	44487565	44630114	64	7	685912	2.6879	-1.5829e-4	2.688	ENSG00000167216	ENSMUSG00000025420
100506888	18	44541231	44554607	1	1	692418	1.402	-1.5829e-4	1.4022	ENSG00000274744	NA
162699	18	44553073	44566449	4	1	687690	2.2882	-1.5829e-4	2.2884	ENSG00000183791	NA
51224	18	44557443	44571988	7	2	683014	2.2763	-1.5829e-4	2.2765	ENSG00000206181	NA
84064	18	44632281	44686891	47	7	682024	2.5189	-1.5829e-4	2.5191	ENSG00000167220	ENSMUSG00000025421
51124	18	44679890	44712745	18	4	679143	2.9775	-1.5829e-4	2.9777	ENSG00000134049	ENSMUSG00000090000
652991	18	44736960	44785554	34	5	697721	3.27	-1.5829e-4	3.2702	ENSG00000215474	ENSMUSG00000091519
4087	18	45357966	45467564	79	4	668602	-2.3032	-1.5829e-4	-2.303	ENSG00000175387	ENSMUSG00000024563
201501	18	45551543	45945793	370	86	681775	1.3531	-1.5829e-4	1.3533	ENSG00000184828	ENSMUSG00000044646
9811	18	46055427	46391088	342	66	680670	-1.6889	-1.5829e-4	-1.6887	ENSG00000134030	ENSMUSG00000052928
4092	18	46444723	46487081	40	13	678833	0.074256	-1.5829e-4	0.074414	ENSG00000101665	ENSMUSG00000025880
54808	18	46566346	46997172	238	18	687789	2.1053	-1.5829e-4	2.1055	ENSG00000141627	ENSMUSG00000035765
497661	18	47006048	47023644	18	4	696430	-1.4194	-1.5829e-4	-1.4192	ENSG00000177576	ENSMUSG00000036299
100526842	18	47006048	47028935	26	4	698590	-1.5693	-1.5829e-4	-1.5692	ENSG00000215472	NA
6139	18	47013351	47028935	22	3	696506	-1.5714	-1.5829e-4	-1.5713	ENSG00000265681	ENSMUSG00000091361
9388	18	47077069	47120778	21	5	705353	-1.1901	-1.5829e-4	-1.1899	ENSG00000101670	ENSMUSG00000053846
10449	18	47308374	47350306	30	6	679756	-0.42826	-1.5829e-4	-0.4281	ENSG00000167315	ENSMUSG00000036880
4645	18	47347656	47731542	560	49	689525	-1.8881	-1.5829e-4	-1.8879	ENSG00000167306	ENSMUSG00000025885
220136	18	47752063	47802865	36	4	687593	-1.3238	-1.5829e-4	-1.3237	ENSG00000172361	ENSMUSG00000035394
4152	18	47791752	47818144	26	6	683757	-0.46857	-1.5829e-4	-0.46841	ENSG00000141644	ENSMUSG00000024561
30827	18	47807213	47824692	13	6	683597	-0.52138	-1.5829e-4	-0.52122	ENSG00000154832	ENSMUSG00000024560
220134	18	47891392	47922038	44	6	687955	0.32268	-1.5829e-4	0.32284	ENSG00000262634	NA
5596	18	48076484	48259696	201	29	682824	-1.3829	-1.5829e-4	-1.3828	ENSG00000282110	NA
83876	18	48319990	48361808	52	15	680473	-0.15117	-1.5829e-4	-0.15102	ENSG00000134042	ENSMUSG00000064036
4200	18	48395432	48477665	42	4	679491	-0.53117	-1.5829e-4	-0.53101	ENSG00000082212	ENSMUSG00000024556
